Game,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,id
NCAA March Madness 2004,Sports,0.18,0.05,0.0,0.01,0.24,2243
NCAA March Madness 2005,Sports,0.21,0.06,0.0,0.01,0.28,2244
NCIS,Adventure,0.065,0.0325,0.0,0.0125,0.1125,2245
NERF N-Strike,Shooter,0.92,0.09,0.0,0.09,1.1,2246
NERF N-Strike Elite,Shooter,0.93,0.0,0.0,0.07,1.0,2247
NERF N-Strike: Double Blast Bundle,Shooter,0.09,0.0,0.0,0.0,0.09,2248
NES Remix,Action,0.2,0.0,0.08,0.02,0.3,2249
NFL 2K2,Sports,0.13,0.04,0.0,0.01,0.18,2250
NFL 2K3,Sports,0.38,0.11,0.0,0.02,0.52,2251
NFL Blitz 20-02,Sports,0.07,0.02,0.0,0.0,0.09,2252
NFL Blitz 20-03,Sports,0.11,0.03,0.0,0.01,0.14,2253
NFL Blitz Pro,Sports,0.04,0.01,0.0,0.0,0.05,2254
NFL Fever 2002,Sports,0.74,0.21,0.0,0.04,0.99,2255
NFL Fever 2003,Sports,0.46,0.13,0.0,0.02,0.61,2256
NFL Fever 2004,Sports,0.24,0.07,0.0,0.01,0.32,2257
NFL Head Coach,Sports,0.09,0.03,0.0,0.0,0.12,2258
NFL Head Coach 09,Sports,0.12,0.0,0.0,0.01,0.125,2259
NFL Street,Sports,0.49,0.15,0.0,0.02,0.66,2260
NFL Street 2,Sports,0.36,0.11,0.0,0.02,0.48,2261
NFL Tour,Sports,0.095,0.005,0.0,0.01,0.11,2262
NHL 06,Sports,0.19,0.05,0.0,0.01,0.25,2263
NHL 07,Sports,0.135,0.01,0.0,0.01,0.15000000000000002,2264
NHL 08,Action,0.19,0.034999999999999996,0.0,0.025,0.25,2265
NHL 09,Sports,0.24666666666666667,0.016666666666666666,0.0,0.023333333333333334,0.2866666666666667,2266
NHL 10,Sports,0.445,0.11,0.0,0.065,0.62,2267
NHL 11,Sports,0.505,0.1,0.0,0.060000000000000005,0.665,2268
NHL 12,Sports,0.455,0.13,0.0,0.060000000000000005,0.645,2269
NHL 13,Sports,0.42000000000000004,0.165,0.0,0.07500000000000001,0.66,2270
NHL 14,Sports,0.34,0.14500000000000002,0.0,0.065,0.5549999999999999,2271
NHL 15,Sports,0.2925,0.105,0.0,0.0575,0.4574999999999999,2272
NHL 16,Sports,0.18,0.0625,0.0,0.0425,0.28500000000000003,2273
NHL 17,Sports,0.13,0.025,0.0,0.03,0.175,2274
NHL 2002,Sports,0.2,0.06,0.0,0.01,0.27,2275
NHL 2003,Sports,0.15,0.04,0.0,0.01,0.21,2276
NHL 2004,Sports,0.13,0.04,0.0,0.01,0.18,2277
NHL 2005,Sports,0.12,0.03,0.0,0.01,0.16,2278
NHL 2K10,Sports,0.19000000000000003,0.013333333333333334,0.0,0.016666666666666666,0.22,2279
NHL 2K11,Sports,0.24,0.02,0.0,0.02,0.28,2280
NHL 2K3,Sports,0.09,0.02,0.0,0.0,0.12,2281
NHL 2K6,Sports,0.125,0.025,0.0,0.01,0.155,2282
NHL 2K7,Sports,0.06333333333333334,0.0,0.0,0.006666666666666667,0.07,2283
NHL 2K8,Sports,0.095,0.01,0.0,0.01,0.11,2284
NHL 2K9,Sports,0.10666666666666667,0.006666666666666667,0.0,0.01,0.12333333333333335,2285
NHL Hitz 20-02,Sports,0.2,0.06,0.0,0.01,0.27,2286
NHL Hitz 20-03,Sports,0.08,0.02,0.0,0.0,0.11,2287
NHL Hitz Pro,Sports,0.05,0.01,0.0,0.0,0.07,2288
NHL Legacy,Action,0.04,0.0,0.0,0.01,0.045,2289
NHL Rivals 2004,Sports,0.08,0.02,0.0,0.0,0.11,2290
NPPL: Championship Paintball 2009,Shooter,0.12,0.0033333333333333335,0.0,0.01,0.13333333333333333,2291
NTRA Breeders' Cup World Thoroughbred Championships,Simulation,0.04,0.01,0.0,0.0,0.06,2292
Namco Museum Megamix,Misc,0.2,0.0,0.0,0.01,0.21,2293
Namco Museum Remix,Misc,0.68,0.0,0.0,0.05,0.74,2294
Namco Museum: 50th Anniversary,Misc,0.13,0.04,0.0,0.01,0.18,2295
Namco Museum: Virtual Arcade,Misc,0.27,0.01,0.01,0.02,0.31,2296
Nancy Drew: Alibi In Ashes,Adventure,0.03,0.0,0.0,0.0,0.03,2297
Nancy Drew: The White Wolf of Icicle Creek,Adventure,0.14,0.0,0.0,0.01,0.15,2298
Napoleon: Total War,Strategy,0.02,0.52,0.0,0.12,0.66,2299
Naruto Shippuden: Clash of Ninja Revolution 3,Fighting,0.45,0.04,0.0,0.04,0.52,2300
Naruto Shippuden: Dragon Blade Chronicles,Action,0.11,0.02,0.05,0.01,0.18,2301
Naruto Shippuden: Gekito Ninja Taisen! EX,Fighting,0.0,0.0,0.1,0.0,0.1,2302
Naruto Shippuden: Gekito Ninja Taisen! EX 2,Fighting,0.0,0.0,0.09,0.0,0.09,2303
Naruto Shippuden: Gekito Ninja Taisen! EX 3,Fighting,0.0,0.0,0.07,0.0,0.07,2304
Naruto Shippuden: Gekito Ninja Taisen! Special,Fighting,0.0,0.0,0.06,0.0,0.06,2305
Naruto Shippuden: Ultimate Ninja Storm 2,Fighting,0.425,0.37,0.08,0.125,1.005,2306
Naruto Shippuden: Ultimate Ninja Storm 3,Fighting,0.305,0.25,0.08,0.095,0.735,2307
Naruto Shippuden: Ultimate Ninja Storm 4,Fighting,0.29000000000000004,0.235,0.05,0.095,0.67,2308
Naruto Shippuden: Ultimate Ninja Storm Collection,Action,0.0,0.02,0.0,0.0,0.02,2309
Naruto Shippuden: Ultimate Ninja Storm Generations,Fighting,0.265,0.195,0.07500000000000001,0.06,0.595,2310
Naruto Shippuden: Ultimate Ninja Storm Revolution,Fighting,0.14,0.12,0.045,0.05,0.35,2311
Naruto: Clash of Ninja Revolution,Fighting,0.45,0.46,0.0,0.11,1.02,2312
Naruto: Clash of Ninja Revolution 2,Fighting,0.34,0.02,0.0,0.03,0.39,2313
Naruto: Rise of a Ninja,Action,0.29,0.02,0.0,0.03,0.33,2314
Naruto: The Broken Bond,Action,0.24,0.28,0.0,0.07,0.59,2315
Naruto: Ultimate Ninja Storm,Fighting,0.49,0.35,0.09,0.16,1.08,2316
NatGeo Challenge! Wild Life,Misc,0.03,0.016666666666666666,0.0,0.0033333333333333335,0.05666666666666667,2317
National Geographic Challenge!,Misc,0.045,0.025,0.0,0.01,0.08,2318
Natsuiro High School: Seishun Hakusho,Action,0.0,0.0,0.02,0.0,0.02,2319
Natural Doctrine,Role-Playing,0.04,0.015,0.015,0.01,0.07500000000000001,2320
Naughty Bear,Action,0.195,0.16999999999999998,0.0,0.05500000000000001,0.425,2321
Naval Assault: The Killing Tide,Simulation,0.08,0.07,0.0,0.02,0.17,2322
Need For Speed: Undercover,Racing,0.4225,0.5299999999999999,0.015000000000000001,0.16250000000000003,1.1300000000000001,2323
Need for Speed (2015),Racing,0.26333333333333336,0.6166666666666667,0.016666666666666666,0.13999999999999999,1.0333333333333334,2324
Need for Speed Carbon,Racing,0.41200000000000003,0.404,0.014000000000000002,0.11399999999999999,0.946,2325
Need for Speed Rivals,Racing,0.384,0.4779999999999999,0.018,0.14,1.0219999999999998,2326
Need for Speed Underground,Racing,0.545,0.29500000000000004,0.0,0.04,0.88,2327
Need for Speed Underground 2,Racing,0.69,0.43000000000000005,0.0,0.055,1.18,2328
Need for Speed: Hot Pursuit,Racing,0.5950000000000001,0.6675,0.0075,0.2,1.4725,2329
Need for Speed: Hot Pursuit 2,Racing,0.68,0.11,0.0,0.03,0.82,2330
Need for Speed: Most Wanted,Racing,0.4314285714285715,0.4785714285714286,0.012857142857142857,0.14285714285714285,1.0657142857142858,2331
Need for Speed: Nitro,Racing,0.46,0.31,0.0,0.08,0.85,2332
Need for Speed: ProStreet,Racing,0.5775,0.555,0.0125,0.18,1.315,2333
Need for Speed: Shift,Racing,0.47333333333333333,0.8099999999999999,0.016666666666666666,0.25333333333333335,1.553333333333333,2334
Need for Speed: Shift 2 Unleashed,Racing,0.14333333333333334,0.22999999999999998,0.0,0.06666666666666667,0.43999999999999995,2335
Need for Speed: The Run,Action,0.35750000000000004,0.495,0.01,0.15500000000000003,1.02,2336
Neighborhood Games,Misc,0.17,0.02,0.0,0.01,0.2,2337
Neopets Puzzle Adventure,Puzzle,0.19,0.02,0.0,0.02,0.23,2338
NeverDead,Shooter,0.06,0.035,0.005,0.015,0.115,2339
Neverwinter Nights,Role-Playing,0.0,0.03,0.0,0.01,0.03,2340
Neverwinter Nights 2,Role-Playing,0.0,0.02,0.0,0.0,0.03,2341
Neverwinter Nights 2: Mask of the Betrayer,Role-Playing,0.0,0.01,0.0,0.0,0.01,2342
Neverwinter Nights Diamond,Role-Playing,0.0,0.02,0.0,0.0,0.03,2343
New Carnival Games,Misc,0.35,0.21,0.0,0.05,0.61,2344
New Legends,Action,0.07,0.02,0.0,0.0,0.09,2345
New Play Control! Donkey Kong Jungle Beat,Platform,0.24,0.17,0.14,0.05,0.61,2346
New Play Control! Mario Power Tennis,Sports,0.37,0.69,0.28,0.14,1.48,2347
New Play Control! Pikmin,Strategy,0.29,0.14,0.19,0.04,0.66,2348
New Play Control! Pikmin 2,Strategy,0.11,0.14,0.33,0.02,0.6,2349
New Super Luigi U,Platform,1.27,0.62,0.18,0.16,2.22,2350
New Super Mario Bros. U,Platform,2.32,1.3,1.27,0.31,5.19,2351
New Super Mario Bros. Wii,Platform,14.59,7.06,4.7,2.26,28.62,2352
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Sports,0.12,0.02,0.0,0.01,0.15,2353
"Ni Hao, Kai-lan: Super Game Day",Misc,0.18,0.0,0.0,0.01,0.19,2354
Ni no Kuni: Wrath of the White Witch,Role-Playing,0.6,0.51,0.21,0.23,1.55,2355
NiGHTS: Journey of Dreams,Platform,0.33,0.03,0.04,0.03,0.42,2356
Nickelodeon Dance,Misc,0.155,0.015,0.0,0.015,0.185,2357
Nickelodeon Fit,Sports,0.78,0.09,0.0,0.06,0.93,2358
Nickelodeon Party Blast,Misc,0.16,0.05,0.0,0.01,0.22,2359
Nicktoons: Attack of the Toybots,Platform,0.4,0.0,0.0,0.03,0.44,2360
Nicktoons: MLB,Sports,0.135,0.0,0.0,0.01,0.14500000000000002,2361
NieR,Role-Playing,0.15000000000000002,0.15000000000000002,0.12000000000000001,0.045000000000000005,0.46499999999999997,2362
Night at the Museum: Battle of the Smithsonian,Action,0.12000000000000001,0.08,0.0,0.02,0.22,2363
NightCaster,Action,0.1,0.03,0.0,0.0,0.13,2364
NightCaster II: Equinox,Action,0.03,0.01,0.0,0.0,0.05,2365
Nights of Azure,Action,0.03,0.02,0.0,0.01,0.06,2366
Nike+ Kinect Training,Sports,0.02,0.02,0.0,0.0,0.05,2367
Ninja Blade,Action,0.14,0.14,0.02,0.03,0.33,2368
Ninja Gaiden,Action,0.92,0.2,0.07,0.04,1.23,2369
Ninja Gaiden 3,Action,0.16666666666666666,0.060000000000000005,0.04666666666666667,0.030000000000000002,0.2933333333333333,2370
Ninja Gaiden Black,Action,0.07,0.02,0.0,0.0,0.09,2371
Ninja Gaiden II,Action,0.65,0.22,0.05,0.1,1.01,2372
Ninja Gaiden Sigma,Action,0.57,0.33,0.09,0.16,1.15,2373
Ninja Gaiden Sigma 2,Action,0.52,0.16,0.08,0.1,0.86,2374
Ninja Reflex,Action,0.11,0.01,0.0,0.01,0.12,2375
Ninjabread Man,Action,0.07,0.0,0.0,0.01,0.08,2376
Nintendo Land,Misc,2.55,1.11,0.46,0.33,4.44,2377
Nitrobike,Racing,0.11,0.01,0.0,0.01,0.14,2378
Nitroplus Blasterz: Heroines Infinite Duel,Fighting,0.005,0.0,0.015,0.0,0.025,2379
No Fate! Only the Power of Will,Adventure,0.0,0.0,0.01,0.0,0.01,2380
No Man's Sky,Action,0.58,0.74,0.02,0.26,1.6,2381
No More Heroes,Action,0.3,0.17,0.04,0.05,0.57,2382
No More Heroes 2: Desperate Struggle,Action,0.21,0.12,0.04,0.03,0.41,2383
No More Heroes: Heroes' Paradise,Action,0.05,0.02,0.03,0.01,0.11,2384
No More Heroes: Red Zone,Action,0.0,0.0,0.09,0.0,0.09,2385
Nobunaga no Yabou Online: Houou no Shou,Strategy,0.0,0.0,0.01,0.0,0.01,2386
Nobunaga no Yabou: Souzou,Strategy,0.0,0.0,0.125,0.0,0.125,2387
Nobunaga no Yabou: Tendou,Strategy,0.0,0.0,0.13,0.0,0.13,2388
Nobunaga no Yabou: Tendou with Power-Up Kit,Strategy,0.0,0.0,0.07,0.0,0.07,2389
Nobunaga's Ambition: Sphere of Influence,Strategy,0.03,0.0,0.0,0.01,0.04,2390
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,Misc,0.0,0.0,0.035,0.0,0.035,2391
North American Hunting Extravaganza,Sports,0.33,0.0,0.0,0.03,0.36,2392
North American Hunting Extravaganza 2,Sports,0.03,0.0,0.0,0.0,0.04,2393
Now! That's What I Call Music: Dance & Sing,Misc,0.0,0.18,0.0,0.04,0.21,2394
Nurarihyon no Mago: Hyakki Ryouran Taisen,Fighting,0.0,0.0,0.02,0.0,0.02,2395
Obscure,Adventure,0.03,0.01,0.0,0.0,0.04,2396
Obscure: The Aftermath,Action,0.12,0.0,0.0,0.01,0.12,2397
Ocean Commander,Simulation,0.02,0.0,0.0,0.0,0.03,2398
Octomania,Puzzle,0.06,0.0,0.0,0.0,0.06,2399
Oddworld: Munch's Oddysee,Platform,0.54,0.16,0.0,0.03,0.73,2400
Oddworld: Stranger's Wrath,Adventure,0.19,0.06,0.0,0.01,0.26,2401
Odin Sphere: Leifthrasir,Role-Playing,0.034999999999999996,0.025,0.05,0.015,0.12,2402
Off-Road Drive,Racing,0.0,0.03,0.0,0.01,0.04,2403
Oil Rush,Strategy,0.0,0.02,0.0,0.0,0.02,2404
Okami,Action,0.225,0.05,0.09000000000000001,0.025,0.39,2405
Omega Quintet,Role-Playing,0.0,0.0,0.02,0.0,0.02,2406
Omerta: City of Gangsters,Simulation,0.47,0.34500000000000003,0.0,0.115,0.9299999999999999,2407
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Adventure,0.0,0.07,0.19,0.01,0.28,2408
One Piece Unlimited Cruise 2: Awakening of a Hero,Action,0.0,0.1,0.17,0.02,0.29,2409
One Piece: Burning Blood,Fighting,0.065,0.045,0.035,0.02,0.16,2410
One Piece: Pirate Warriors,Action,0.01,0.24,0.86,0.09,1.2,2411
One Piece: Pirate Warriors 2,Action,0.0,0.2,0.42,0.07,0.69,2412
One Piece: Pirate Warriors 3,Action,0.04,0.155,0.14500000000000002,0.030000000000000002,0.37,2413
One Piece: Unlimited Adventure,Adventure,0.07,0.0,0.11,0.01,0.19,2414
One Piece: Unlimited World Red,Action,0.045,0.08,0.04,0.025,0.185,2415
Onechanbara Z Kagura,Action,0.0,0.0,0.03,0.0,0.03,2416
Onechanbara Z2: Chaos,Action,0.13,0.02,0.04,0.04,0.24,2417
Onechanbara: Bikini Samurai Squad,Action,0.11,0.01,0.0,0.01,0.13,2418
Onechanbara: Bikini Zombie Slayers,Action,0.11,0.0,0.0,0.01,0.12,2419
Open Season,Platform,0.08,0.0,0.0,0.01,0.09,2420
Operation Darkness,Role-Playing,0.07,0.0,0.0,0.0,0.07,2421
Operation Flashpoint: Dragon Rising,Shooter,0.19999999999999998,0.31333333333333335,0.023333333333333334,0.09333333333333334,0.6333333333333334,2422
Operation Flashpoint: Elite,Shooter,0.03,0.01,0.0,0.0,0.04,2423
Operation Flashpoint: Red River,Shooter,0.05666666666666667,0.11333333333333333,0.02666666666666667,0.03,0.22999999999999998,2424
Opoona,Role-Playing,0.08,0.0,0.01,0.01,0.1,2425
Order Up!,Misc,0.19,0.01,0.0,0.02,0.22,2426
Order Up!!,Action,0.04,0.01,0.0,0.01,0.06,2427
Order of War,Strategy,0.0,0.01,0.0,0.0,0.02,2428
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,Simulation,0.0,0.0,0.04,0.0,0.04,2429
Ore no Yome: Anata Dake no Hanayome,Adventure,0.0,0.0,0.02,0.0,0.02,2430
Otogi 2: Immortal Warriors,Action,0.04,0.01,0.0,0.0,0.05,2431
Otogi: Myth of Demons,Action,0.08,0.02,0.03,0.0,0.13,2432
Otomedius Gorgeous,Shooter,0.0,0.0,0.03,0.0,0.03,2433
OutRun 2,Racing,0.11,0.03,0.0,0.01,0.14,2434
Outlaw Golf,Sports,0.22,0.06,0.0,0.01,0.29,2435
Outlaw Golf 2,Sports,0.15,0.04,0.0,0.01,0.21,2436
Outlaw Golf: Nine Holes of Christmas,Sports,0.08,0.02,0.0,0.0,0.11,2437
Outlaw Tennis,Sports,0.03,0.01,0.0,0.0,0.04,2438
Outlaw Volleyball,Sports,0.19,0.06,0.0,0.01,0.26,2439
Over G Fighters,Simulation,0.19,0.01,0.0,0.02,0.22,2440
Over the Hedge,Platform,0.07,0.02,0.0,0.0,0.1,2441
Overlord,Strategy,0.17,0.025,0.005,0.015,0.21000000000000002,2442
Overlord II,Action,0.08666666666666667,0.10666666666666669,0.0,0.03333333333333333,0.22333333333333336,2443
Overlord: Dark Legend,Action,0.12,0.22,0.0,0.04,0.38,2444
Overlord: Raising Hell,Action,0.07,0.04,0.0,0.02,0.13,2445
Overwatch,Shooter,0.46,0.37000000000000005,0.04666666666666667,0.12666666666666668,1.0033333333333334,2446
PAC-MAN and the Ghostly Adventures,Platform,0.036666666666666674,0.02666666666666667,0.0,0.006666666666666667,0.07333333333333332,2447
PBR: Out of the Chute,Sports,0.12,0.0,0.0,0.01,0.13,2448
PDC World Championship Darts 2008,Sports,0.02,0.21,0.0,0.01,0.24,2449
PDC World Championship Darts 2009,Sports,0.0,0.02,0.0,0.0,0.02,2450
PDC World Championship Darts: Pro Tour,Sports,0.0,0.06999999999999999,0.0,0.013333333333333334,0.08,2451
PES 2009: Pro Evolution Soccer,Sports,0.10999999999999999,0.7866666666666667,0.16,0.13333333333333333,1.1866666666666668,2452
PGR3 - Project Gotham Racing 3,Racing,0.49,0.03,0.03,0.05,0.6,2453
PGR4 - Project Gotham Racing 4,Racing,0.48,1.29,0.02,0.25,2.05,2454
PGR: Project Gotham Racing 2,Racing,0.97,0.59,0.04,0.07,1.67,2455
Pac-Man All-Stars,Fighting,0.2,0.08,0.04,0.04,0.35,2456
Pac-Man Party,Misc,0.47,0.09,0.01,0.04,0.61,2457
Pac-Man World 2,Action,0.36,0.11,0.0,0.02,0.49,2458
Pac-Man World 3,Platform,0.11,0.04,0.0,0.01,0.15,2459
Pac-Man and the Ghostly Adventures 2,Adventure,0.05000000000000001,0.03666666666666667,0.0,0.013333333333333334,0.09666666666666668,2460
PachiPara 15: Super Umi Monogatari in Okinawa 2,Misc,0.0,0.0,0.02,0.0,0.02,2461
Pacific Liberator,Action,0.03,0.0,0.0,0.0,0.03,2462
Painkiller,Shooter,0.0,0.02,0.0,0.0,0.02,2463
Painkiller: Hell & Damnation,Shooter,0.01,0.015,0.0,0.005,0.03,2464
Painkiller: Hell Wars,Shooter,0.03,0.01,0.0,0.0,0.04,2465
Pajama Sam: Don't Fear The Dark,Adventure,0.09,0.0,0.0,0.01,0.1,2466
Pandora's Tower,Role-Playing,0.13,0.1,0.08,0.03,0.33,2467
Panzer Dragoon Orta,Shooter,0.16,0.05,0.04,0.01,0.26,2468
ParaWorld,Strategy,0.0,0.02,0.0,0.0,0.02,2469
Paragon,Action,0.01,0.0,0.0,0.0,0.01,2470
Paranormal Pursuit: The Gifted One,Action,0.0,0.01,0.0,0.0,0.01,2471
Pariah,Action,0.08,0.02,0.0,0.0,0.1,2472
Party Pigs: Farmyard Games,Misc,0.07,0.0,0.0,0.0,0.07,2473
Patrician IV,Strategy,0.03,0.0,0.0,0.0,0.04,2474
Patrician IV: Gold Edition,Misc,0.0,0.01,0.0,0.0,0.01,2475
Paws & Claws: Pet Resort,Simulation,0.1,0.0,0.0,0.01,0.11,2476
Paws & Claws: Pet Vet,Simulation,0.09,0.0,0.0,0.01,0.1,2477
Payday 2,Shooter,0.15,0.11400000000000002,0.0,0.036000000000000004,0.304,2478
Peggle Nights,Puzzle,0.0,0.01,0.0,0.0,0.02,2479
Penguins of Madagascar,Action,0.005,0.02,0.0,0.0,0.03,2480
Penny Racers Party: Turbo-Q Speedway,Racing,0.07,0.0,0.0,0.01,0.08,2481
Peppa Pig: Fun and Games,Misc,0.0,0.12,0.0,0.02,0.13,2482
Peppa Pig: The Game,Misc,0.0,0.35,0.0,0.03,0.38,2483
Perfect Dark Zero,Shooter,0.66,0.02,0.03,0.06,0.77,2484
Persona 4: Arena,Fighting,0.19,0.06999999999999999,0.135,0.04,0.435,2485
Persona 4: Arena Ultimax,Fighting,0.03,0.01,0.065,0.005,0.11000000000000001,2486
Persona 5,Role-Playing,0.0,0.0,0.22000000000000003,0.0,0.22000000000000003,2487
Pet Pals: Animal Doctor,Simulation,0.13,0.0,0.0,0.01,0.14,2488
Peter Jackson's King Kong: The Official Game of the Movie,Action,0.27,0.1,0.0,0.02,0.395,2489
Petz Dogz 2,Simulation,0.53,0.01,0.0,0.04,0.58,2490
Petz Rescue: Wildlife Vet,Simulation,0.21,0.0,0.0,0.02,0.23,2491
Petz Sports,Simulation,0.42,0.01,0.0,0.04,0.47,2492
Petz: Catz 2,Simulation,0.41,0.01,0.0,0.03,0.45,2493
Petz: Crazy Monkeyz,Simulation,0.23,0.0,0.0,0.02,0.26,2494
Petz: Horse Club,Misc,0.2,0.0,0.0,0.02,0.22,2495
Petz: Horsez 2,Simulation,0.39,0.0,0.0,0.03,0.43,2496
Phantasy Star Online 2 Episode 4: Deluxe Package,Role-Playing,0.0,0.0,0.03,0.0,0.03,2497
Phantasy Star Online Episode I & II,Role-Playing,0.11,0.03,0.0,0.01,0.15,2498
Phantasy Star Universe,Role-Playing,0.09,0.02,0.0,0.01,0.12,2499
Phantom Brave: We Meet Again,Role-Playing,0.12,0.0,0.01,0.01,0.13,2500
Phantom Breaker,Fighting,0.02,0.0,0.02,0.0,0.04,2501
Phantom Crash,Simulation,0.03,0.01,0.01,0.0,0.05,2502
Phantom Dust,Action,0.08,0.02,0.0,0.0,0.11,2503
Pheasants Forever Wingshooter,Shooter,0.03,0.02,0.0,0.0,0.06,2504
Phineas and Ferb: Across the 2nd Dimension,Action,0.255,0.155,0.0,0.05,0.46499999999999997,2505
Pictionary,Puzzle,0.61,0.19,0.0,0.07,0.87,2506
Pictionary: Ultimate Edition,Misc,0.155,0.055,0.0,0.025,0.24,2507
Pikmin 3,Strategy,0.45,0.31,0.29,0.06,1.11,2508
Pillars of Eternity,Role-Playing,0.0,0.01,0.0,0.0,0.02,2509
Pimp My Ride,Racing,0.1,0.005,0.0,0.01,0.11,2510
Pinball Hall of Fame: The Gottlieb Collection,Misc,0.095,0.01,0.0,0.005,0.11000000000000001,2511
Pinball Hall of Fame: The Williams Collection,Misc,0.24333333333333332,0.01,0.0,0.02333333333333333,0.2733333333333333,2512
Pippa Funnell: Ranch Rescue,Adventure,0.0,0.02,0.0,0.0,0.02,2513
Pirates PlundArrr,Action,0.02,0.0,0.0,0.0,0.02,2514
Pirates of the Burning Sea,Role-Playing,0.0,0.01,0.0,0.0,0.02,2515
Pirates of the Caribbean,Role-Playing,0.22,0.06,0.0,0.01,0.29,2516
Pirates of the Caribbean: At World's End,Action,0.2833333333333334,0.15,0.0033333333333333335,0.07333333333333333,0.5133333333333333,2517
Pirates vs Ninja Dodgeball,Sports,0.05,0.0,0.0,0.0,0.05,2518
Pirates: Hunt For Blackbeard's Booty,Adventure,0.08,0.08,0.0,0.02,0.18,2519
Pirates: The Legend of Black Kat,Adventure,0.05,0.01,0.0,0.0,0.06,2520
Pitfall: The Big Adventure,Adventure,0.2,0.02,0.0,0.02,0.23,2521
Pitfall: The Lost Expedition,Platform,0.05,0.01,0.0,0.0,0.07,2522
Pizza Delivery Boy,Simulation,0.06,0.0,0.0,0.0,0.07,2523
Planet 51,Action,0.10333333333333335,0.02666666666666667,0.0,0.016666666666666666,0.14333333333333334,2524
Plants vs. Zombies,Strategy,0.13999999999999999,0.013333333333333334,0.0,0.013333333333333334,0.16666666666666666,2525
Plants vs. Zombies: Garden Warfare,Shooter,0.266,0.29600000000000004,0.004,0.082,0.646,2526
Plants vs. Zombies: Garden Warfare 2,Shooter,0.14333333333333334,0.13333333333333333,0.0,0.036666666666666674,0.31333333333333335,2527
PlayStation All-Stars Battle Royale,Action,0.5,0.28,0.04,0.14,0.96,2528
PlayStation Move Heroes,Platform,0.08,0.06,0.0,0.03,0.17,2529
Playboy: The Mansion,Simulation,0.07,0.02,0.0,0.0,0.09,2530
Playmobil Circus,Action,0.06,0.02,0.0,0.01,0.09,2531
PokePark 2: Wonders Beyond,Action,0.27,0.2,0.27,0.05,0.79,2532
Pokemon Battle Revolution,Role-Playing,0.8,0.38,0.3,0.13,1.61,2533
Poker for Dummies,Misc,0.0,0.01,0.0,0.0,0.01,2534
Pokken Tournament,Fighting,0.47,0.22,0.16,0.07,0.93,2535
PokéPark Wii: Pikachu's Adventure,Adventure,0.55,0.17,0.42,0.06,1.2,2536
Pony Friends 2,Simulation,0.02,0.030000000000000002,0.0,0.005,0.055,2537
Pool Hall Pro,Sports,0.04,0.0,0.0,0.0,0.05,2538
Pool Party,Sports,0.04,0.0,0.0,0.0,0.05,2539
Pop'n Music,Misc,0.07,0.0,0.0,0.01,0.08,2540
PopCap Arcade Vol 1,Puzzle,0.04,0.0,0.0,0.0,0.04,2541
PopCap Arcade Vol 2,Misc,0.03,0.0,0.0,0.0,0.03,2542
PopCap Hits!,Misc,0.0,0.02,0.0,0.0,0.02,2543
PopCap Hits! Vol 2,Misc,0.0,0.03,0.0,0.0,0.03,2544
PopStar Guitar,Misc,0.03,0.03,0.0,0.01,0.06,2545
Port Royale 2,Strategy,0.0,0.03,0.0,0.01,0.04,2546
Portal 2,Shooter,0.8566666666666666,0.48666666666666675,0.01,0.17666666666666667,1.5333333333333332,2547
Post Mortem,Adventure,0.0,0.01,0.0,0.0,0.02,2548
Power Gig: Rise of the SixString,Misc,0.12,0.0,0.0,0.01,0.13,2549
Power Rangers Samurai,Action,0.29,0.03,0.0,0.02,0.34,2550
PowerUp Heroes,Fighting,0.18,0.1,0.0,0.03,0.3,2551
Powerdrome,Racing,0.01,0.0,0.0,0.0,0.01,2552
Praetorians,Strategy,0.0,0.04,0.0,0.0,0.04,2553
Predator: Concrete Jungle,Action,0.07,0.02,0.0,0.0,0.1,2554
Press Your Luck 2010 Edition,Misc,0.33,0.0,0.0,0.03,0.36,2555
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Misc,0.0,0.0,0.05,0.0,0.05,2556
Prey,Shooter,0.135,0.03,0.0,0.02,0.175,2557
Prince of Persia,Action,0.505,0.38,0.025,0.14,1.045,2558
Prince of Persia (2008),Action,0.0,0.02,0.0,0.0,0.03,2559
Prince of Persia Trilogy,Action,0.17,0.25,0.0,0.09,0.51,2560
Prince of Persia: Rival Swords,Action,0.24,0.03,0.0,0.02,0.29,2561
Prince of Persia: The Forgotten Sands,Action,0.15,0.19,0.0025,0.0525,0.39999999999999997,2562
Prince of Persia: The Sands of Time,Action,0.57,0.33,0.0,0.04,0.94,2563
Prince of Persia: The Two Thrones,Action,0.33,0.22,0.0,0.03,0.58,2564
Prince of Persia: Warrior Within,Action,0.48,0.28,0.0,0.04,0.8,2565
Princess Isabella: A Witch's Curse,Adventure,0.02,0.0,0.0,0.0,0.02,2566
Prison Architect,Action,0.01,0.01,0.0,0.0,0.02,2567
Prison Break: The Conspiracy,Action,0.060000000000000005,0.14,0.0,0.035,0.235,2568
